Sample ID	Call Rate	Gender	Sample Name
203550220122_R08C02	0.9951873	Female	B2-884
203550220122_R09C01	0.9912871	Female	B2-873
203550220122_R09C02	0.9952991	Female	B2-885
203550220122_R10C01	0.9948365	Female	B2-874
203550220122_R10C02	0.995355	Female	B2-886
203550220122_R11C01	0.9947261	Female	B2-875
203550220122_R11C02	0.9953145	Female	B2-887
203550220122_R12C01	0.9932994	Female	B2-876
203550220122_R12C02	0.9915526	Female	B2-888
203546040008_R01C01	0.992834	Female	B1-481
203546040008_R01C02	0.9934908	Female	B1-493
203546040008_R02C02	0.9947164	Female	B1-494
203546040008_R03C01	0.9957435	Female	B1-483
203546040008_R03C02	0.9952977	Female	B1-495
203546040008_R04C01	0.9953214	Female	B1-484
203546040008_R04C02	0.9953927	Female	B1-496
203546040008_R05C01	0.9960383	Female	B1-485
203546040008_R05C02	0.9960677	Female	B1-497
203546040008_R06C01	0.9958958	Female	B1-486
203546040008_R06C02	0.9961641	Female	B1-498
203546040008_R07C01	0.9948938	Female	B1-487
203546040008_R07C02	0.9954738	Female	B1-499
203546040008_R08C01	0.9954877	Female	B1-488
203546040008_R08C02	0.9960327	Female	B1-500
203546040008_R09C01	0.9950993	Female	B1-489
203546040008_R09C02	0.9959503	Female	B1-501
203546040008_R10C01	0.9946353	Female	B1-490
203546040008_R11C01	0.9949525	Female	B1-491
203546040008_R11C02	0.9955911	Female	B1-503
203561520047_R01C01	0.9943041	Female	B1-409
203561520047_R01C02	0.9948226	Female	B1-421
203561520047_R02C01	0.9950182	Female	B1-410
203561520047_R02C02	0.9951677	Female	B1-422
203561520047_R04C01	0.9949413	Female	B1-412
203561520047_R04C02	0.9953005	Female	B1-424
203561520047_R05C02	0.9954668	Female	B1-425
203561520047_R06C02	0.9953843	Female	B1-426
203561520047_R07C01	0.9942454	Female	B1-415
203561520047_R07C02	0.995327	Female	B1-427
203561520047_R09C01	0.9945836	Female	B1-417
203561520047_R09C02	0.99532	Female	B1-429
203561520047_R10C01	0.9940833	Female	B1-418
203561520047_R10C02	0.9947751	Female	B1-430
203561520047_R11C01	0.9944271	Female	B1-419
203561520047_R11C02	0.9950098	Female	B1-431
203561520047_R12C02	0.9904221	Female	B1-432
203561520025_R01C02	0.9956526	Female	B1-205
203561520025_R02C01	0.9958678	Female	B1-194
203561520025_R02C02	0.9955674	Female	B1-206
203561520025_R03C01	0.9954724	Female	B1-195
203561520025_R04C01	0.9961864	Female	B1-196
203561520025_R04C02	0.9960467	Female	B1-208
203561520025_R05C01	0.9959084	Female	B1-197
203561520025_R05C02	0.9959125	Female	B1-209
203561520025_R06C02	0.995682	Female	B1-210
203561520025_R07C02	0.995791	Female	B1-211
203561520025_R08C01	0.9956638	Female	B1-200
203561520025_R08C02	0.9957784	Female	B1-212
203561520025_R09C01	0.9953829	Female	B1-201
203561520025_R10C01	0.9950503	Female	B1-202
203561520025_R10C02	0.9954416	Female	B1-214
203561520025_R11C01	0.9950937	Female	B1-203
203561520025_R11C02	0.9951677	Female	B1-215
203561520025_R12C02	0.9949162	Female	B1-216
203561520043_R01C01	0.9960495	Female	B1-313
203561520043_R01C02	0.9958147	Female	B1-325
203561520043_R02C01	0.995865	Female	B1-314
203561520043_R02C02	0.995682	Female	B1-326
203561520043_R03C01	0.9960271	Female	B1-315
203561520043_R03C02	0.995587	Female	B1-327
203561520043_R04C02	0.9921675	Female	B1-328
203561520043_R05C01	0.9957001	Female	B1-317
203561520043_R05C02	0.992718	Female	B1-329
203561520043_R06C01	0.9948114	Female	B1-318
203561520043_R07C01	0.991255	Female	B1-319
203561520043_R08C01	0.9913695	Female	B1-320
203561520043_R08C02	0.9935914	Female	B1-332
203561520043_R09C02	0.9945445	Female	B1-333
203561520043_R10C01	0.9941518	Female	B1-322
203561520043_R10C02	0.9943684	Female	B1-334
203561520043_R11C01	0.9949595	Female	B1-323
203561520043_R11C02	0.9939492	Female	B1-335
203561520043_R12C02	0.9940484	Female	B1-336
203550220056_R01C01	0.9962731	Female	B2-1033
203550220056_R01C02	0.9959782	Female	B2-1045
203550220056_R02C01	0.9962395	Female	B2-1034
203550220056_R02C02	0.9957337	Female	B2-1046
203550220056_R03C01	0.9965176	Female	B2-1035
203550220056_R03C02	0.996097	Female	B2-1047
203550220056_R04C01	0.9962409	Female	B2-1036
203550220056_R04C02	0.9957994	Female	B2-1048
203550220056_R05C01	0.9960006	Female	B2-1037
203550220056_R05C02	0.9954039	Female	B2-1049
203550220056_R06C01	0.9957826	Female	B2-1038
203550220056_R06C02	0.9891281	Female	B2-1050
203550220056_R07C01	0.9958315	Female	B2-1039
203550220056_R07C02	0.9956806	Female	B2-1051
203550220056_R08C01	0.9957728	Female	B2-1040
203550220056_R08C02	0.995675	Female	B2-1052
203550220056_R09C01	0.9956163	Female	B2-1041
203550220056_R09C02	0.9954193	Female	B2-1053
203550220056_R10C01	0.9948631	Female	B2-1042
203550220056_R10C02	0.9953284	Female	B2-1054
203550220056_R11C01	0.9945668	Female	B2-1043
203550220056_R11C02	0.9947443	Female	B2-1055
203550220056_R12C01	0.9938276	Female	B2-1044
203550220056_R12C02	0.994708	Female	B2-1056
203550220033_R01C01	0.9951426	Female	E3-2
203550220033_R01C02	0.9955241	Female	B2-829
203550220033_R02C01	0.9954528	Female	B2-818
203550220033_R02C02	0.9954053	Female	B2-830
203550220033_R03C01	0.9959098	Female	B2-819
203550220033_R03C02	0.995668	Female	B2-831
203550220033_R04C01	0.995893	Female	B2-820
203550220033_R04C02	0.9919956	Female	B2-832
203550220033_R05C01	0.9958636	Female	B2-821
203550220033_R05C02	0.9957001	Female	B2-833
203550220033_R06C01	0.9953256	Female	B2-822
203550220033_R06C02	0.9956317	Female	B2-834
203550220033_R07C01	0.9954416	Female	B2-823
203550220033_R08C01	0.9954472	Female	B2-824
203550220033_R08C02	0.9953857	Female	B2-836
203550220033_R09C01	0.9955394	Female	B2-825
203550220033_R09C02	0.9957798	Female	B2-837
203550220033_R10C01	0.9952292	Female	B2-826
203550220033_R10C02	0.995654	Female	B2-838
203550220033_R11C01	0.9950098	Female	B2-827
203550220033_R11C02	0.9956303	Female	B2-839
203550220033_R12C01	0.9929822	Female	B2-828
203550220033_R12C02	0.9912242	Female	B2-840
203546030081_R02C01	0.9965148	Female	E1-2
203546030081_R07C01	0.9961878	Female	E1-4
203524070162_R02C02	0.9926047	Male	B1-134
203524070162_R07C01	0.9903177	Male	B1-127
203524070162_R07C02	0.9908888	Male	B1-139
203524070162_R08C02	0.9912636	Male	B1-140
203524070162_R10C02	0.9916493	Male	B1-142
203524070162_R11C01	0.9897616	Male	B1-131
203546040086_R01C01	0.9911784	Male	B1-241
203546040086_R03C01	0.9920634	Male	B1-243
203546040086_R03C02	0.9929132	Male	B1-255
203546040086_R06C01	0.9923205	Male	B1-246
203546040086_R08C02	0.992989	Male	B1-260
203546040086_R09C01	0.9925113	Male	B1-249
203546040086_R09C02	0.992989	Male	B1-261
203546040086_R12C01	0.987909	Male	B1-252
203524070036_R01C02	0.9906019	Male	B2-607
203524070036_R02C02	0.9933313	Male	B2-616
203524070036_R03C02	0.9932163	Male	B2-617
203524070036_R04C02	0.9930999	Male	B2-618
203524070036_R05C02	0.9931189	Male	B2-620
203524070036_R06C02	0.9930242	Male	B2-621
203524070036_R07C02	0.9930188	Male	B2-640
203524070036_R09C01	0.9927549	Male	E3-3
203524070036_R10C01	0.9923178	Male	B2-604
203524070036_R11C01	0.992196	Male	B2-605
203524070036_R11C02	0.9928198	Male	B2-622
203524070036_R12C01	0.9918388	Male	B2-606
203524070036_R12C02	0.9928022	Male	B2-630
203561520114_R01C02	0.9918171	Male	B1-349
203561520114_R02C01	0.9906858	Male	B1-338
203561520114_R05C01	0.9890444	Male	B1-341
203561520114_R10C02	0.9910634	Male	B1-358
203561520114_R12C02	0.9849631	Male	B1-360
203524070187_R01C01	0.9909253	Male	B2-553
203524070187_R01C02	0.9911486	Male	B2-565
203524070187_R02C01	0.9916466	Male	B2-554
203524070187_R02C02	0.9913516	Male	B2-566
203524070187_R03C01	0.9918861	Male	B2-555
203524070187_R03C02	0.9915979	Male	B2-567
203524070187_R04C01	0.9916737	Male	B2-556
203524070187_R04C02	0.9918212	Male	B2-568
203524070187_R05C01	0.9920877	Male	B2-557
203524070187_R05C02	0.9920918	Male	B2-569
203524070187_R06C01	0.9913705	Male	B2-558
203524070187_R06C02	0.9921013	Male	B2-570
203524070187_R07C01	0.9914639	Male	B2-559
203524070187_R07C02	0.9917386	Male	B2-571
203524070187_R08C01	0.9916913	Male	B2-560
203524070187_R08C02	0.9916439	Male	B2-572
203524070187_R09C01	0.9914423	Male	B2-561
203524070187_R09C02	0.9921568	Male	B2-573
203524070187_R10C01	0.9914328	Male	B2-562
203524070187_R10C02	0.992058	Male	B2-574
203524070187_R11C01	0.9913976	Male	B2-563
203524070187_R11C02	0.9919024	Male	B2-575
203524070187_R12C01	0.9874273	Male	B2-564
203524070187_R12C02	0.9873731	Male	B2-576
203524070022_R09C01	0.991085	Male	B1-297
203524070022_R09C02	0.9916669	Male	B1-309
203524070022_R10C02	0.9883975	Male	B1-310
203524070022_R11C01	0.9913719	Male	B1-299
203524070009_R01C02	0.9933232	Male	B1-85
203524070009_R02C02	0.9932069	Male	B1-86
203524070009_R04C01	0.9932014	Male	B1-76
203524070009_R05C02	0.9933083	Male	B1-89
203524070009_R08C02	0.9930255	Male	B1-92
203524070009_R09C01	0.9918712	Male	B1-81
203524070009_R09C02	0.9927508	Male	B1-93
203524070077_R02C01	0.9927021	Male	B1-362
203524070077_R04C02	0.9925018	Male	B1-376
203524070077_R06C01	0.9907684	Male	B1-366
203524070077_R07C01	0.9919903	Male	B1-367
203524070077_R08C01	0.991108	Male	B1-368
203524070077_R11C02	0.9921987	Male	B1-383
203524070077_R12C01	0.9881539	Male	B1-372
203524070120_R01C01	0.9887859	Male	B2-697
203524070120_R01C02	0.9893461	Male	B2-709
203524070120_R02C01	0.9902798	Male	B2-698
203524070120_R02C02	0.990947	Male	B2-710
203524070120_R03C01	0.9914206	Male	B2-699
203524070120_R03C02	0.9911175	Male	B2-711
203524070120_R04C01	0.9915952	Male	B2-700
203524070120_R04C02	0.9910593	Male	B2-712
203524070120_R05C01	0.991721	Male	B2-701
203524070120_R05C02	0.9914856	Male	B2-713
203524070120_R06C01	0.9915383	Male	B2-702
203524070120_R06C02	0.9917494	Male	B2-714
203524070120_R07C01	0.9912745	Male	B2-703
203524070120_R07C02	0.9911378	Male	B2-715
203524070120_R08C01	0.991721	Male	B2-704
203524070120_R08C02	0.9909822	Male	B2-716
203524070120_R09C01	0.9915654	Male	B2-705
203524070120_R09C02	0.9908536	Male	B2-717
203524070120_R10C01	0.9908644	Male	B2-706
203524070120_R10C02	0.9883813	Male	B2-718
203524070120_R11C01	0.9904544	Male	B2-707
203524070120_R11C02	0.9900363	Male	B2-719
203524070120_R12C01	0.9892311	Male	B2-708
203524070120_R12C02	0.9879834	Male	B2-720
203561520101_R01C01	0.9922068	Male	B2-577
203561520101_R01C02	0.9886425	Male	B2-589
203561520101_R02C01	0.9925641	Male	B2-578
203561520101_R02C02	0.9925857	Male	B2-590
203561520101_R03C01	0.9916046	Male	B2-579
203561520101_R03C02	0.9922772	Male	B2-591
203561520101_R04C01	0.9917413	Male	B2-580
203561520101_R04C02	0.9899294	Male	B2-592
203561520101_R05C01	0.992173	Male	B2-581
203561520101_R05C02	0.9864245	Male	B2-593
203561520101_R06C01	0.9922163	Male	B2-582
203561520101_R06C02	0.9910755	Male	B2-594
203561520101_R07C01	0.9913042	Male	B2-583
203561520101_R07C02	0.9875558	Male	B2-595
203561520101_R08C01	0.9920323	Male	B2-584
203561520101_R08C02	0.9912812	Male	B2-596
203561520101_R09C01	0.9919037	Male	B2-585
203561520101_R09C02	0.990131	Male	B2-597
203561520101_R10C01	0.9903529	Male	B2-586
203561520101_R10C02	0.9889997	Male	B2-598
203561520101_R11C01	0.990062	Male	B2-587
203561520101_R11C02	0.9909754	Male	B2-599
203561520101_R12C01	0.988974	Male	B2-588
203561520101_R12C02	0.9888265	Male	B2-600
203524070060_R01C01	0.9907048	Male	B2-673
203524070060_R01C02	0.9905018	Male	B2-685
203524070060_R02C01	0.9912203	Male	B2-674
203524070060_R02C02	0.9909416	Male	B2-686
203524070060_R03C01	0.9914585	Male	B2-675
203524070060_R03C02	0.9913516	Male	B2-687
203524070060_R04C01	0.9914084	Male	B2-676
203524070060_R04C02	0.9913137	Male	B2-688
203524070060_R05C01	0.9907075	Male	B2-677
203524070060_R05C02	0.9912623	Male	B2-689
203524070060_R06C01	0.9903299	Male	B2-678
203524070060_R06C02	0.9914937	Male	B2-690
203524070060_R07C01	0.9908238	Male	B2-679
203524070060_R07C02	0.9912961	Male	B2-691
203524070060_R08C01	0.9912582	Male	B2-680
203524070060_R08C02	0.9905573	Male	B2-692
203524070060_R09C01	0.9910498	Male	B2-681
203524070060_R09C02	0.991357	Male	B2-693
203524070060_R10C01	0.9896831	Male	B2-682
203524070060_R10C02	0.9905478	Male	B2-694
203524070060_R11C01	0.988227	Male	B2-683
203524070060_R11C02	0.9906466	Male	B2-695
203524070060_R12C01	0.9851931	Male	B2-684
203524070060_R12C02	0.9852662	Male	B2-696
203561520023_R01C01	0.9912176	Male	B1-433
203561520023_R06C02	0.9916913	Male	B1-450
203561520023_R07C02	0.9915113	Male	B1-451
203561520023_R09C02	0.988679	Male	B1-453
203561520023_R10C02	0.9912176	Male	B1-454
203561520023_R11C01	0.9900633	Male	B1-443
203561520044_R02C02	0.9912406	Male	B1-62
203561520044_R04C02	0.992717	Male	B1-64
203561520044_R06C01	0.9922177	Male	B1-54
203561520044_R08C02	0.9917305	Male	B1-68
203561520044_R09C02	0.9917887	Male	B1-69
203561520044_R10C01	0.9879225	Male	B1-58
203561520044_R12C01	0.9901202	Male	B1-60
203524070069_R02C01	0.9922163	Male	B1-146
203524070069_R02C02	0.9923746	Male	B1-158
203524070069_R08C01	0.9916331	Male	B1-152
203546040019_R03C02	0.992832	Male	B1-183
203546040019_R04C02	0.9929484	Male	B1-184
203546040019_R05C02	0.9926588	Male	B1-185
203546040019_R06C02	0.9925844	Male	B1-186
203546040019_R07C01	0.9925099	Male	B1-175
203546040019_R11C01	0.9921216	Male	B1-179
203550220123_R01C01	0.9915194	Male	B2-721
203550220123_R01C02	0.991744	Male	B2-733
203550220123_R02C01	0.9916128	Male	B2-722
203550220123_R02C02	0.9915938	Male	B2-734
203550220123_R03C01	0.9920404	Male	B2-723
203550220123_R03C02	0.9915302	Male	B2-735
203550220123_R04C01	0.9917562	Male	B2-724
203550220123_R04C02	0.9914287	Male	B2-736
203550220123_R05C01	0.9916615	Male	B2-725
203550220123_R05C02	0.9916263	Male	B2-737
203550220123_R06C01	0.9910552	Male	B2-726
203550220123_R06C02	0.9914396	Male	B2-738
203550220123_R07C01	0.9908996	Male	B2-727
203550220123_R07C02	0.9908184	Male	B2-739
203550220123_R08C01	0.9917765	Male	B2-728
203550220123_R08C02	0.9913272	Male	B2-740
203550220123_R09C01	0.9918577	Male	B2-729
203550220123_R09C02	0.9907914	Male	B2-741
203550220123_R10C01	0.9913841	Male	B2-730
203550220123_R10C02	0.9908631	Male	B2-742
203550220123_R11C01	0.99115	Male	B2-731
203550220123_R12C01	0.9876911	Male	B2-732
203561520088_R06C02	0.9923503	Male	B1-402
203561520088_R08C02	0.9907859	Male	B1-404
203561520088_R10C01	0.989338	Male	B1-394
203561520088_R11C02	0.9880227	Male	B1-407
203561520088_R12C01	0.9818493	Male	B1-396
203561520088_R12C02	0.9797288	Male	B1-408
203524070078_R07C01	0.9920769	Male	B1-103
203550220034_R01C01	0.9933273	Male	B2-649
203550220034_R01C02	0.9934342	Male	B2-661
203550220034_R02C01	0.9928428	Male	B2-650
203550220034_R02C02	0.9929213	Male	B2-662
203550220034_R03C01	0.9926385	Male	B2-651
203550220034_R03C02	0.9927508	Male	B2-663
203550220034_R04C01	0.9920688	Male	B2-652
203550220034_R04C02	0.9925722	Male	B2-664
203550220034_R05C01	0.9921581	Male	B2-653
203550220034_R05C02	0.9927887	Male	B2-665
203550220034_R06C01	0.9918793	Male	B2-654
203550220034_R06C02	0.9924951	Male	B2-666
203550220034_R07C01	0.9874679	Male	B2-655
203550220034_R07C02	0.9925262	Male	B2-667
203550220034_R08C01	0.9922582	Male	B2-656
203550220034_R08C02	0.9925681	Male	B2-668
203550220034_R09C01	0.99056	Male	B2-657
203550220034_R09C02	0.9916561	Male	B2-669
203550220034_R10C01	0.9912758	Male	B2-658
203550220034_R10C02	0.9916344	Male	B2-670
203550220034_R11C01	0.9907426	Male	B2-659
203550220034_R11C02	0.9915167	Male	B2-671
203550220034_R12C01	0.9902108	Male	B2-660
203550220034_R12C02	0.9906506	Male	B2-672
203561520092_R01C02	0.9922258	Male	G1-8
203561520092_R03C02	0.9926385	Male	G1-10
203561520092_R05C01	0.9923665	Male	B2-1061
203561520092_R06C01	0.9921513	Male	G1-1
203561520030_R01C01	0.9924491	Male	B1-25
203561520030_R02C01	0.9923557	Male	B1-26
203561520030_R02C02	0.9925032	Male	B1-38
203561520030_R03C01	0.988591	Male	B1-27
203561520030_R04C02	0.9924071	Male	B1-40
203561520030_R05C01	0.9927332	Male	B1-29
203561520030_R06C01	0.9926114	Male	B1-30
203561520030_R06C02	0.99079	Male	B1-42
203561520030_R07C01	0.9895572	Male	B1-31
203561520030_R07C02	0.9926805	Male	B1-43
203561520030_R11C01	0.9916263	Male	B1-35
203561520030_R12C01	0.9924721	Male	B1-36
203561520133_R02C02	0.9917954	Male	B1-278
203561520133_R05C01	0.991219	Male	B1-269
203561520133_R12C02	0.9887088	Male	B1-288
203550220059_R01C01	0.9928861	Male	B2-529
203550220059_R01C02	0.9921865	Male	B2-541
203550220059_R02C01	0.9919673	Male	B2-530
203550220059_R02C02	0.9919254	Male	B2-542
203550220059_R03C01	0.9919511	Male	B2-531
203550220059_R03C02	0.9915952	Male	B2-543
203550220059_R04C01	0.9924815	Male	B2-532
203550220059_R04C02	0.9924274	Male	B2-544
203550220059_R05C01	0.992399	Male	B2-533
203550220059_R05C02	0.9921405	Male	B2-545
203550220059_R06C01	0.9921256	Male	B2-534
203550220059_R06C02	0.9919727	Male	B2-546
203550220059_R07C01	0.9921554	Male	B2-535
203550220059_R07C02	0.9918739	Male	B2-547
203550220059_R08C01	0.991859	Male	B2-536
203550220059_R08C02	0.9920742	Male	B2-548
203550220059_R09C01	0.9918915	Male	B2-537
203550220059_R09C02	0.9926074	Male	B2-549
203550220059_R10C01	0.9906181	Male	B2-538
203550220059_R10C02	0.9911743	Male	B2-550
203550220059_R11C01	0.9899618	Male	B2-539
203550220059_R11C02	0.9899537	Male	B2-551
203550220059_R12C01	0.990334	Male	B2-540
203550220059_R12C02	0.9892135	Male	B2-552
203561530028_R01C01	0.9934369	Male	B2-625
203561530028_R01C02	0.9929146	Male	B2-637
203561530028_R02C01	0.9918509	Male	B2-626
203561530028_R02C02	0.9923665	Male	B2-638
203561530028_R03C01	0.9898888	Male	B2-627
203561530028_R03C02	0.9876289	Male	B2-639
203561530028_R04C01	0.9876884	Male	B2-628
203561530028_R05C01	0.9831403	Male	B2-629
203561530028_R05C02	0.9906154	Male	B2-641
203561530028_R06C02	0.9906046	Male	B2-642
203561530028_R08C01	0.9900078	Male	B2-632
203561530028_R08C02	0.9893164	Male	B2-644
203561530028_R09C02	0.9843879	Male	B2-645
203561530028_R10C01	0.9878075	Male	B2-634
203561530028_R10C02	0.9894395	Male	B2-646
203561530028_R11C01	0.9833406	Male	B2-635
203561530028_R11C02	0.9906682	Male	B2-647
203561530028_R12C01	0.9834718	Male	B2-636
203561530028_R12C02	0.988292	Male	B2-648
203524070142_R01C01	0.9930458	Male	B1-1
203524070142_R01C02	0.9932447	Male	B1-13
203524070142_R02C01	0.9926087	Male	B1-2
203524070142_R03C01	0.9928699	Male	B1-3
203524070142_R03C02	0.9930594	Male	B1-15
203524070142_R04C01	0.9929159	Male	B1-4
203524070142_R06C01	0.9925072	Male	B1-6
203524070142_R06C02	0.9929552	Male	B1-18
203524070142_R07C01	0.9923516	Male	B1-7
203524070142_R08C01	0.9925194	Male	B1-8
203524070142_R08C02	0.9929403	Male	B1-20
203524070142_R09C01	0.9923557	Male	B1-9
203524070142_R09C02	0.9930147	Male	B1-21
203524070142_R10C01	0.9921622	Male	B1-10
203524070142_R10C02	0.9926805	Male	B1-22
203524070142_R11C02	0.9929457	Male	B1-23
203524070142_R12C01	0.9909822	Male	B1-12
203524070142_R12C02	0.9921771	Male	B1-24
203546030024_R02C01	0.9932894	Male	B1-218
203546030024_R03C01	0.9932055	Male	B1-219
203561520017_R01C01	0.9936345	Male	B2-601
203561520017_R01C02	0.9933083	Male	B2-613
203561520017_R02C01	0.9924328	Male	B2-602
203561520017_R02C02	0.9922718	Male	B2-614
203561520017_R03C01	0.9892325	Male	B2-603
203561520017_R03C02	0.9913421	Male	B2-615
203561520017_R07C02	0.9884314	Male	B2-619
203561520017_R08C01	0.9878847	Male	B2-608
203561520017_R09C01	0.9860456	Male	B2-609
203561520017_R10C01	0.9850267	Male	B2-610
203561520017_R11C01	0.9902839	Male	B2-611
203561520017_R11C02	0.9856383	Male	B2-623
203561520017_R12C01	0.9887426	Male	B2-612
203561520017_R12C02	0.9885274	Male	B2-624
203550220038_R05C01	0.9924896	Male	B2-749
203550220038_R06C01	0.9917508	Male	B2-750
203550220038_R07C01	0.9922961	Male	B2-751
203561530017_R02C02	0.9924328	Male	B1-470
203561530017_R04C02	0.9927846	Male	B1-472
203561530017_R05C02	0.9919646	Male	B1-473
203561530017_R06C02	0.9917995	Male	B1-474
203561530017_R07C01	0.9923313	Male	B1-463
203561530017_R11C02	0.9882081	Male	B1-479
203561520006_R01C01	0.9896019	Male	B1-505
203561520006_R01C02	0.9906033	Male	B2-517
203561520006_R02C02	0.9915465	Male	B2-518
203561520006_R03C02	0.9920214	Male	B2-519
203561520006_R04C02	0.9916128	Male	B2-520
203561520006_R05C02	0.9916588	Male	B2-521
203561520006_R06C01	0.9915843	Male	B1-510
203561520006_R06C02	0.9921107	Male	B2-522
203561520006_R07C02	0.9917264	Male	B2-523
203561520006_R08C01	0.9903272	Male	B2-512
203561520006_R08C02	0.9913557	Male	B2-524
203561520006_R09C01	0.9910864	Male	B2-513
203561520006_R09C02	0.9916913	Male	B2-525
203561520006_R10C01	0.9894882	Male	B2-514
203561520006_R10C02	0.9908942	Male	B2-526
203561520006_R11C01	0.9887791	Male	B2-515
203561520006_R11C02	0.9907291	Male	B2-527
203561520006_R12C01	0.9851241	Male	B2-516
203561520006_R12C02	0.9877791	Male	B2-528
203546040008_R02C01	0.9914531	Male	B1-482
203546040008_R10C02	0.9920756	Male	B1-502
203546040008_R12C01	0.9892162	Male	B1-492
203546040008_R12C02	0.9880714	Male	B1-504
203561520047_R03C01	0.9916317	Male	B1-411
203561520047_R03C02	0.9912596	Male	B1-423
203561520047_R05C01	0.9917995	Male	B1-413
203561520047_R06C01	0.9912176	Male	B1-414
203561520047_R08C01	0.9916168	Male	B1-416
203561520047_R08C02	0.9916696	Male	B1-428
203561520047_R12C01	0.9860754	Male	B1-420
203561520025_R01C01	0.9897927	Male	B1-193
203561520025_R03C02	0.9921784	Male	B1-207
203561520025_R06C01	0.9918712	Male	B1-198
203561520025_R07C01	0.992514	Male	B1-199
203561520025_R09C02	0.9921094	Male	B1-213
203561520025_R12C01	0.9894842	Male	B1-204
203561520043_R04C01	0.9912082	Male	B1-316
203561520043_R06C02	0.9879794	Male	B1-330
203561520043_R07C02	0.9866167	Male	B1-331
203561520043_R09C01	0.9897616	Male	B1-321
203561520043_R12C01	0.9881391	Male	B1-324
203550220033_R07C02	0.9889983	Male	B2-835
203546030081_R03C01	0.9922434	Male	E1-3
203546030081_R03C02	0.9930079	Male	E2-1
203546030081_R09C02	0.9926385	Male	E2-2
203561530067_R01C01	0.9859374	Male	B2-631
203561530067_R10C02	0.9923124	Male	E1-1
